Id;Beschreibung;RAM-Priority;opaque;Triggered;Layer;Speed;FloorDist;BaseX;BaseY;GridX;GridY;MinY;MaxY;Obstacle;TGA-Name
821;Reisebüro 1;99;0;0;20;8;51;0;0;1;1;-999;999;0;HOTRBR01:5 HOTRBR02:2 HOTRBR03 HOTRBR02 HOTRBR03:2 HOTRBR02 HOTRBR03 HOTRBR02 HOTRBR01 HOTRBR04 HOTRBR05:5 HOTRBR06 HOTRBR01:4
830;LastMinute 1;99;0;0;20;8;51;0;0;1;1;-999;999;0;HOTLMB01 HOTLMB02 HOTLMB03 HOTLMB04:5 HOTLMB05 HOTLMB06 HOTLMB01:5 HOTLMB07 HOTLMB08 HOTLMB07:2 HOTLMB08 HOTLMB07 HOTLMB08:3 HOTLMB09:4 HOTLMB08 HOTLMB07 HOTLMB01:2
831;LastMinute 2;99;0;0;20;8;51;0;0;1;1;-999;999;0;HOTLMR01 HOTLMR02 HOTLMR03 HOTLMR02:3 HOTLMR03:2 HOTLMR02 HOTLMR03:3 HOTLMR01:3 HOTLMR04 HOTLMR05:5 HOTLMR04 HOTLMR01:3 HOTLMR02:3 HOTLMR01:2
840;Araber;99;0;0;20;12;51;0;0;1;1;-999;999;0;ARAB01:9 ARAB02 ARAB03:6 ARAB02 ARAB01:6 ARAB02:4 ARAB03:2 ARAB02
841;Kiosk-Mann;99;0;1;20;12;39;0;0;1;1;-999;999;0;KIOSK01 KIOSK02 KIOSK03 KIOSK04 KIOSK05 KIOSK06 KIOSK07 KIOSK08 KIOSK09 KIOSK10 KIOSK11 KIOSK12 KIOSK13 KIOSK14 KIOSK15 KIOSK16 KIOSK17 KIOSK18 KIOSK19 KIOSK20 KIOSK21 KIOSK22 KIOSK23
842;Monster;99;0;0;20;6;0;0;0;1;1;-999;999;0;MONS_01:50 MONS_02 MONS_03 MONS_04 MONS_05 MONS_06 MONS_07:3 MONS_08 MONS_09:3 MONS_08  MONS_06 MONS_03 MONS_02
843;Pilot;99;0;0;20;6;19;0;0;1;1;-999;999;0;PILO_01:30 PILO_02 PILO_03 PILO_04 PILO_05 PILO_06 PILO_07 PILO_08:5  PILO_07 PILO_06 PILO_05 PILO_04 PILO_03 PILO_02
844;Mann an der Bar;99;0;0;20;6;13;0;0;1;1;-999;999;0;MANB_01 MANB_02 MANB_03 MANB_04 MANB_03 MANB_01 MANB_02 MANB_04 MANB_03 MANB_01 MANB_03 MANB_02 MANB_01 MANB_03 MANB_05 MANB_06 MANB_07 MANB_08 MANB_07 MANB_06 MANB_05
845;Barkeeper;99;0;0;20;6;60;0;0;1;1;-999;999;0;BARM_01 BARM_02:4 BARM_01:4 BARM_02:3 BARM_01 BARM_03:5 BARM_02:4 BARM_03:2  BARM_04:4 BARM_01:2
846;Mann (sitzend);99;0;0;20;6;0;0;0;1;1;-999;999;0;MANZIE01 MANZIE02 MANZIE03:6 MANZIE02 MANZIE01:7
847;Mantel für Mann;20;0;0;20;0;20;0;0;1;1;-999;999;0;MANTLZIE
848;Koffer für Mann;20;0;0;20;0;0;0;0;1;1;-999;999;0;COFFRZIE
850;RailMann L;99;0;0;60;6;-30;0;0;1;1;-999;999;0;RAILMAN1 RAILMAN2 RAILMAN3 RAILMAN4 RAILMAN2 RAILMAN3 RAILMAN1 RAILMAN4 RAILMAN3 RAILMAN2 RAILMAN1 RAILMAN4 RAILMAN3 RAILMAN2 RAILMAN1 RAILMAN5 RAILMAN6:6 RAILMAN5 RAILMAN1 RAILMAN7 RAILMAN8:4 RAILMAN7
851;MailMann R;99;0;0;60;6;-30;0;0;1;1;-999;999;0;RAILMAB1:9 RAILMAB5:5 RAILMAB1 RAILMAB2 RAILMAB4 RAILMAB3 RAILMAB1 RAILMAB3 RAILMAB2 RAILMAB1 RAILMAB4 RAILMAB2 RAILMAB3 RAILMAB1 RAILMAB4 RAILMAB2 RAILMAB3 RAILMAB4
852;Kiosk-Mann Sleeps;99;0;1;20;12;39;0;0;1;1;-999;999;0;KIOSKZZ
900;Schilder für Logos;99;1;0;60;0;43;3;-4;44;22;110;110;0;FARBRICH
910;Links-Icons;99;0;0;65;0;0;3;-4;44;22;110;110;0;PICTORL
911;Rechts-Icons;99;0;0;65;0;0;3;-4;44;22;110;110;0;PICTORR
950;Gitter Duty-Free;99;0;2;20;0;0;0;0;1;1;-999;999;0;GITTDUTY
951;Gitter Arab-Air;99;0;2;20;0;45;0;1;1;1;-999;999;0;GITTARAB
952;Gitter LastMinute;99;0;2;20;0;51;0;2;1;1;-999;999;0;GITTLM
953;Gitter Museum;99;0;2;20;0;2;0;3;1;1;-999;999;0;GITTMUSE
954;Gitter Reisebüro;99;0;2;20;0;51;0;4;1;1;-999;999;0;GITTREIS
955;Gitter Makler;99;0;2;60;0;77;0;5;1;1;-999;999;0;GITTBURO
956;Gitter Werbung;99;0;2;60;0;80;0;6;1;1;-999;999;0;GITTBURO
2000;Creation;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE1A
2001;PCreation;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE1B
2002;Destruction;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE1C
2003;PCreation2;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE1B2
2010;Rune1.lbm;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE1D
2011;Rune1.lbm;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE1E
2012;Rune1.lbm;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE1F
2013;Rune1.lbm;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE1G
2020;Rune1.lbm;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE1H
2021;Rune1.lbm;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE1I
2036;Rune1b.lbm;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE2A
2037;Rune1b.lbm;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE2B
2038;Rune1b.lbm;99;0;0;80;0;0;-17;3;44;22;-999;999;99;RUNE2C
2039;Rune1b.lbm;99;0;0;80;0;0;-21;8;44;22;-999;999;99;RUNE2D
2022;Rune1b.lbm;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE2E
2023;Rune1b.lbm;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE2F
2025;Rune1b.lbm;99;0;0;80;0;0;-17;3;44;22;-999;999;99;RUNE2G
2026;Rune1b.lbm;99;0;0;80;0;0;-21;8;44;22;-999;999;99;RUNE2H
2030;Warteschlange;99;0;0;80;0;0;-16;-1;44;22;-999;999;99;RUNE3A
2031;Warteschlange;99;0;0;80;0;0;-16;-1;44;22;-999;999;99;RUNE3B
2032;Rune2.lbm;99;0;0;80;0;0;-16;-1;44;22;-999;999;99;RUNE3C
2033;Rune2.lbm;99;0;0;80;0;0;-16;-1;44;22;-999;999;99;RUNE3D
2034;Rune2.lbm;99;0;0;80;0;0;-16;-1;44;22;-999;999;99;RUNE3E
2035;Rune2.lbm;99;0;0;80;0;0;-16;-1;44;22;-999;999;99;RUNE3F
2041;Kofferabgabe;99;0;0;80;0;0;-16;-1;44;22;-999;999;99;RUNE3BB
2042;Kofferdestruction;99;0;0;80;0;0;-16;-1;44;22;-999;999;99;RUNE3BB2
2043;Koffercreation;99;0;0;80;0;0;-16;-1;44;22;-999;999;99;RUNE3BB3
2044;Ausgang des CheckIn-Bereichs (rechts);99;0;0;80;0;0;-16;-1;44;22;-999;999;99;RUNE3B2
2040;Rune2.lbm;99;0;0;80;0;0;-16;-1;44;22;-999;999;99;RUNE3G
2045;Durchleuchterrune;99;0;0;80;0;0;-16;-1;44;22;-999;999;99;RUNE3H
2050;Flughafenende links;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE4A
2051;Flughafenende rechts;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE4B
2054;Waypoint Start;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE4E
2055;Waypoint;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE4C
2056;Waypoint + Gimmick;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE4D
2057;Waypoint + Wait;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE4F
2060;Rune3.lbm;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE8A
2061;Rune3.lbm;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE8B
2062;Rune3.lbm;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE8C
2063;Rune3.lbm;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE8D
2064;Rune3.lbm;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE8E
2065;ClipMiddle;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE5A
2066;ClipFull;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE5B
2067;ClipNone;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE5C
2070;Cond. Block N;99;0;0;80;0;0;-14;2;44;22;-999;999;99;RUNE6A
