Typ;Group;Comment;Update;W'keit;Speed;Faktor;Koffer;Gimmik beim laufen oder Gimmick OffsetX;Gimmick beim warten oder Gimmick OffsetX;OffsetX;OffsetY;Palette;Norden;...;Anz;Osten;...;Anz;Süden;...;Anz;Westen;...;Anz;Rennen: Norden;;Anz;Rennen: Osten;;Anz;Rennen: Süden;;Anz;Rennen: Westen;;Anz;Gimmick;Anz;Winken;Anz;SitzenN;Anz;SitzenS;Anz;Stehen;Stehgimmick;Anz
-;-;-;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;0;-;SK_O01;SK_O01;1;DISO_01;DISO_01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business 9 mit Handy;0;10000;3;3;0;-;-;0;0;B9_PAL.LBM;B9N_01;B9N_01;3;B9O_01;B9O_01;6;B9S_01;B9S_01;3;B9W_01;B9W_01;6;B9W_01;B9W_01;6;B9N_01;B9N_01;3;B9O_01;B9O_01;6;B9S_01;B9S_01;3;B9W_01;-1;B9W_01;-1;B9SITN;-1;B9SITS;-1;B9WN_01 B9WO_01 B9WS_01 B9WW_01;B9W_01;-1
-;-;-;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;2;-;SK_O01;SK_O01;1;B9SO_01;B9SO_01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Maler;0;100;3;3;-25;-;-;0;0;MA_PAL.LBM;MAN_01;MAN_01;3;MAO_01;MAO_01;6;MAS_01;MAS_01;3;MAW_01;MAW_01;6;MAW_01;MAW_01;6;MAN_01;MAN_01;3;MAO_01;MAO_01;6;MAS_01;MAS_01;3;MAW_01;-1;MAW_01;-1;MASITN;-1;MASITS;-1;MAWN_01 MAWO_01 MAWS_01 MAWW_01;MAW_01;-1
-;-;ohne Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Maler;0;100;3;3;25;-;-;0;0;MA_PAL.LBM;MAKN_01;MAKN_01;3;MAKO_01;MAKO_01;6;MAKS_01;MAKS_01;3;MAKW_01;MAKW_01;6;MAKW_01;MAKW_01;6;MAKN_01;MAKN_01;3;MAKO_01;MAKO_01;6;MAKS_01;MAKS_01;3;MAKW_01;-1;MAKW_01;-1;MASITN;-1;MASITS;-1;MAKWN_01 MAKWO_01 MAKWS_01 MAKWW_01;MAKW_01;-1
-;-;mit Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Motorradfahrer;0;100;3;3;0;-;-;0;0;MO_PAL.LBM;MON_01;MON_01;3;MOO_01;MOO_01;6;MOS_01;MOS_01;3;MOW_01;MOW_01;6;MOW_01;MOW_01;6;MON_01;MON_01;3;MOO_01;MOO_01;6;MOS_01;MOS_01;3;MOW_01;-1;MOW_01;-1;MOSITN;-1;MOSITS;-1;MOWN_01 MOWO_01 MOWS_01 MOWW_01;MOW_01;-1
-;-;-;-;-;-;-;-;-;-;0;2;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;2;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business 7;0;100;3;3;-22;-;-;0;0;B7_PAL.LBM;B7N_01;B7N_01;3;B7O_01;B7O_01;6;B7S_01;B7S_01;3;B7W_01;B7W_01;6;B7W_01;B7W_01;6;B7N_01;B7N_01;3;B7O_01;B7O_01;6;B7S_01;B7S_01;3;B7W_01;-1;B7W_01;-1;B7SITN;-1;B7SITS;-1;B7WN_01 B7WO_01 B7WS_01 B7WW_01;B7W_01;-1
-;-;ohne Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business 7;0;100;3;3;22;-;-;0;0;B7_PAL.LBM;B7KN_01;B7KN_01;3;B7KO_01;B7KO_01;6;B7KS_01;B7KS_01;3;B7KW_01;B7KW_01;6;B7KW_01;B7KW_01;6;B7KN_01;B7KN_01;3;B7KO_01;B7KO_01;6;B7KS_01;B7KS_01;3;B7KW_01;-1;B7KW_01;-1;B7SITN;-1;B7SITS;-1;B7KWN_01 B7KWO_01 B7KWS_01 B7KWW_01;B7KW_01;-1
-;-;mit Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business 8;0;10000;3;3;-23;-;-;0;0;B8_PAL.LBM;B8N_01;B8N_01;3;B8O_01;B8O_01;6;B8S_01;B8S_01;3;B8W_01;B8W_01;6;B8W_01;B8W_01;6;B8N_01;B8N_01;3;B8O_01;B8O_01;6;B8S_01;B8S_01;3;B8W_01;-1;B8W_01;-1;B8SITN;-1;B8SITS;-1;B8WN_01 B8WO_01 B8WS_01 B8WW_01;B8W_01;-1
-;-;ohne Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business 8;0;10000;3;3;23;-;-;0;0;B8_PAL.LBM;B8KN_01;B8KN_01;3;B8KO_01;B8KO_01;6;B8KS_01;B8KS_01;3;B8KW_01;B8KW_01;6;B8KW_01;B8KW_01;6;B8KN_01;B8KN_01;3;B8KO_01;B8KO_01;6;B8KS_01;B8KS_01;3;B8KW_01;-1;B8KW_01;-1;B8SITN;-1;B8SITS;-1;B8KWN_01 B8KWO_01 B8KWS_01 B8KWW_01;B8KW_01;-1
-;-;mit Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Business 0 mit Glatze;0;10000;3;3;0;-;-;0;0;B0_PAL.LBM;B0N_01;B0N_01;3;B0O_01;B0O_01;6;B0S_01;B0S_01;3;B0W_01;B0W_01;6;B0W_01;B0W_01;6;B0N_01;B0N_01;3;B0O_01;B0O_01;6;B0S_01;B0S_01;3;B0W_01;-1;B0W_01;-1;B0SITN;-1;B0SITS;-1;B0WN_01 B0WO_01 B0WS_01 B0WW_01;B0W_01;-1
-;-;-;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Old Man;0;10000;3;3;0;-;-;0;0;OL_PAL.LBM;OLN_01;OLN_01;3;OLO_01;OLO_01;6;OLS_01;OLS_01;3;OLW_01;OLW_01;6;OLW_01;OLW_01;6;OLN_01;OLN_01;3;OLO_01;OLO_01;6;OLS_01;OLS_01;3;OLW_01;-1;OLW_01;-1;OLSITN;-1;OLSITS;-1;OLWN_01 OLWO_01 OLWS_01 OLWW_01;OLW_01;-1
-;-;-;-;-;-;-;-;-;-;0;2;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;2;0;-;OLSKO_01;OLSKO_01;1;OLSKO_01;OLSKO_01;6;OLSKO_01;OLSKO_01;1;SK_W01;SK_W01;6;OLSKO_01;OLSKO_01;1;OLSKO_01;OLSKO_01;6;OLSKO_01;OLSKO_01;1;SK_W01;SK_W01;6;OLSKO_01;-1;OLSKO_01;-1;OLSKO_01;-1;OLSKO_01;-1;OLSKO_01 OLSKO_01 OLSKO_01 OLSKO_01;OLSKO_01;-1
11;-;Roboter;0;10000;3;3;-24;-;-;0;0;RB_PAL.LBM;RBN_01;RBN_01;3;RBO_01;RBO_01;6;RBS_01;RBS_01;3;RBW_01;RBW_01;6;RBW_01;RBW_01;6;RBN_01;RBN_01;3;RBO_01;RBO_01;6;RBS_01;RBS_01;3;RBW_01;-1;RBW_01;-1;RBSITN;-1;RBSITS;-1;RBWN_01 RBWO_01 RBWS_01 RBWW_01;RBW_01;-1
-;-;ohne Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;RBSKO_01;RBSKO_01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;-;Roboter;0;10000;3;3;24;-;-;0;0;RB_PAL.LBM;RBKN_01;RBKN_01;3;RBKO_01;RBKO_01;6;RBKS_01;RBKS_01;3;RBKW_01;RBKW_01;6;RBKW_01;RBKW_01;6;RBKN_01;RBKN_01;3;RBKO_01;RBKO_01;6;RBKS_01;RBKS_01;3;RBKW_01;-1;RBKW_01;-1;RBSITN;-1;RBSITS;-1;RBKWN_01 RBKWO_01 RBKWS_01 RBKWW_01;RBKW_01;-1
-;-;mit Koffer;-;-;-;-;-;-;-;0;3;-;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG4;SH_BIG4;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;SH_BIG;1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG;-1;SH_BIG SH_BIG SH_BIG SH_BIG;SH_BIG;-1
-;-;-;-;-;-;-;-;-;-;1;-2;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
11;10;Skelett;1;0;3;3;0;-;-;0;0;SKEL_PAL.LBM;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SCHW_W03;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O06 SK_O06 SK_O06 SK_W06;SK_O01;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O06 SK_O06 SK_O06 SK_W06;SK_O01;-1
11;11;Spieler;0;0;4;1;0;-;-;0;0;PL1_PAL.LBM;PL1_N00;PL1_N00;10;PL1_O00;PL1_O00;10;PL1_S00;PL1_S00;10;PL1_W00;PL1_W00;10;PL1_RN01;PL1_RN01;9;PL1_RO01;PL1_RO01;9;PL1_RS01;PL1_RS01;9;PL1_RW01;PL1_RW01;9;SCHW_W03;-1;SENS_W01;-1;SENS_I01;-1;SENS_I01;-1;PL1_W_N PL1_W_O PL1_W_S PL1_W_W;PL1_W_N;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;6;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O06 SK_O06 SK_O06 SK_W06;SK_O01;-1
11;30;Kellner;0;0;3;3;0;-;-;0;0;KELL_PAL.LBM;KELL_N01;KELL_N01;6;KELL_O01;KELL_O01;6;KELL_S01;KELL_S01;6;KELL_W01;KELL_W01;6;KELL_N01;KELL_N01;6;KELL_O01;KELL_O01;6;KELL_S01;KELL_S01;6;KELL_W01;KELL_W01;6;KELLGL01 KELLGL02 KELLGL03 KELLGL04 KELLGL05 KELLGL06 KELLGL07 KELLGL08 KELLGL09 KELLGL05 KELLGL04 KELLGL03 KELLGL02 KELLGL01;-1;SENS_W01;-1;SENS_I01;-1;SENS_I01;-1;KELL_WN KELL_WO KELL_WS KELL_WW;KELL_WN;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O06 SK_O06 SK_O06 SK_W06;SK_O01;-1
11;50;Putzfrau;0;0;2;4;0;-;-;0;0;PUTZ_PAL.LBM;PUTZ_N01;PUTZ_N01;3;PUTZ_R01;PUTZ_R01;6;PUTZ_S01;PUTZ_S01;3;PUTZ_L01;PUTZ_L01;6;PUTZ_N01;PUTZ_N01;3;PUTZ_R01;PUTZ_R01;6;PUTZ_S01;PUTZ_S01;3;PUTZ_L01;PUTZ_L01;6;PUTZ_L01;-1;SENS_W01;-1;SENS_I01;-1;SENS_I01;-1;PUTZ_NW PUTZ_RW PUTZ_SW PUTZ_LW;PUTZ_NW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;PUTZ_SHR;PUTZ_SHR;1;SHADOW;SHADOW;1;PUTZ_SHL;PUTZ_SHL;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;PUTZSK01;PUTZSK01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O06 SK_O06 SK_O06 SK_W06;SK_O01;-1
11;70;Alte Sau;0;0;2;4;0;-;-;0;0;ALTE_PAL.LBM;ALTE_N01;ALTE_N01;3;ALTE_R01;ALTE_R01;6;ALTE_S01;ALTE_S01;3;ALTE_L01;ALTE_L01;6;ALTE_N01;ALTE_N01;3;ALTE_R01;ALTE_R01;6;ALTE_S01;ALTE_S01;3;ALTE_L01;ALTE_L01;6;KUCH01 KUCH02 KUCH03 KUCH04 KUCH05 KUCH06 KUCH07 KUCH08 KUCH09 KUCH10 KUCH11 KUCH12 KUCH13 KUCH14 KUCH15 KUCH16 KUCH17 KUCH18 ESS01 ESS02 ESS03 ESS04 ESS05 ESS06 ESS07 ESS08 ESS09 ESS10 ESS11 ESS12 ESS13;-1;SENS_W01;-1;SENS_I01;-1;SENS_I01;-1;ALTE_NW ALTE_RW ALTE_SW ALTE_LW;ALTE_NW;-1
-;-;-;-;-;-;-;-;-1;-21;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O06 SK_O06 SK_O06 SK_W06;SK_O01;-1
11;90;Postbote;0;0;3;3;0;0;-;0;0;POST_PAL.LBM;PON_01;PON_01;3;POO_01;POO_01;6;POS_01;POS_01;3;POW_01;POW_01;6;POW_01;POW_01;6;POW_01;POW_01;6;POW_01;POW_01;6;POW_01;POW_01;6;POL_01;40;POW_01;-1;POW_01;-1;POW_01;-1;POWN_01 POWO_01 POWS_01 POWW_01;POWN_01;-1
-;-;-;-;-;-;-;-;-4;-2;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;SK_O01;1;SK_O01;SK_O01;6;SK_O01;SK_O01;1;SK_W01;SK_W01;6;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O06 SK_O06 SK_O06 SK_W06;SK_O01;-1
11;240;Platzhalter / Bone;0;0;3;3;0;-;-;0;0;POST_PAL.LBM;X;X;-1;X;X;-1;X;X;-1;X;X;-1;X;X;-1;X;X;-1;X;X;-1;X;X;-1;X;-1;X;-1;X;-1;X;-1;X;X;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;X;X;-1;X;X;-1;X;X;-1;X;X;-1;X;X;-1;X;X;-1;X;X;-1;X;X;-1;X;-1;X;-1;X;-1;X;-1;X;X;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;X;X;-1;X;X;-1;X;X;-1;X;X;-1;X;X;-1;X;X;-1;X;X;-1;X;X;-1;X;-1;X;-1;X;-1;X;-1;X;X;-1
